Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, outpatient or emergency room",14,92,,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Decedent's home,47,531,23,10,,61,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Hospice facility,,51,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Nursing home/long term care facility,245,627,78,54,0,269,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Other,30,207,,,0,33,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Total - All Places of Death,623,2077,327,251,0,699,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, inpatient",363,744,242,199,0,406,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, outpatient or emergency room",11,99,,,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Decedent's home,30,518,18,,0,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Hospice facility,,50,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Nursing home/long term care facility,183,493,50,37,0,196,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Other,30,171,12,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Total - All Places of Death,345,1809,244,154,,435,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, inpatient",216,584,182,122,,276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, outpatient or emergency room",,85,,,0,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Decedent's home,22,505,16,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Hospice facility,,52,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Nursing home/long term care facility,72,402,34,20,0,86,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Other,20,181,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Total - All Places of Death,120,1335,128,62,,187,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, inpatient",68,406,91,50,0,109,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, outpatient or emergency room",,59,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Decedent's home,11,376,18,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Hospice facility,0,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Nursing home/long term care facility,27,310,12,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Other,10,140,,0,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Total - All Places of Death,76,1472,113,35,,155,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, inpatient",45,443,82,29,0,98,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, outpatient or emergency room",,89,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Decedent's home,,420,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Hospice facility,,50,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Nursing home/long term care facility,14,328,12,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Other,,141,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Total - All Places of Death,66,1478,110,35,0,141,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, inpatient",38,392,69,27,0,80,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, outpatient or emergency room",,89,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Decedent's home,12,437,14,,0,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Hospice facility,,48,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Nursing home/long term care facility,,351,17,,0,23,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Other,,161,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Total - All Places of Death,65,1504,92,24,0,133,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, inpatient",42,413,70,24,0,88,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, outpatient or emergency room",0,84,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Decedent's home,,434,,0,0,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Hospice facility,,55,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Nursing home/long term care facility,,352,10,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Other,,165,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Total - All Places of Death,25,1352,95,,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, inpatient",,378,52,,,55,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, outpatient or emergency room",0,78,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Decedent's home,,382,19,0,0,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Hospice facility,,45,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Nursing home/long term care facility,,305,12,0,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Other,,164,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Total - All Places of Death,48,1431,99,20,0,127,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, inpatient",32,449,63,15,0,80,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, outpatient or emergency room",,67,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Decedent's home,,411,13,,0,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Hospice facility,,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Nursing home/long term care facility,,321,10,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Other,,139,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Nebraska,Place of death unknown,0,0,0,0,0,0,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Total - All Places of Death,145,1583,165,78,0,232,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, inpatient",100,481,123,66,0,157,
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, outpatient or emergency room",,96,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Decedent's home,21,458,17,,0,31,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,08/01/2021,08/31/2021,By Month,2021,8,Nebraska,Hospice facility,,43,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
