Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Decedent's home,48
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Hospice facility,
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Nursing home/long term care facility,223
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Other,
10/19/2022,10/01/2020,10/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Total - All Places of Death,1477
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,"Healthcare setting, inpatient",661
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",22
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Decedent's home,129
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Hospice facility,
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Nursing home/long term care facility,635
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Other,18
10/19/2022,11/01/2020,11/30/2020,By Month,Minnesota,Place of death unknown,
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Total - All Places of Death,1761
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,"Healthcare setting, inpatient",760
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",28
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Decedent's home,157
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Hospice facility,
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Nursing home/long term care facility,780
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Other,27
10/19/2022,12/01/2020,12/31/2020,By Month,Minnesota,Place of death unknown,0
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Total - All Places of Death,807
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",341
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Decedent's home,89
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Hospice facility,10
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Nursing home/long term care facility,347
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Other,13
10/19/2022,01/01/2021,01/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Total - All Places of Death,300
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,"Healthcare setting, inpatient",124
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Decedent's home,42
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Hospice facility,
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Nursing home/long term care facility,111
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Other,12
10/19/2022,02/01/2021,02/28/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Total - All Places of Death,206
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",97
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Decedent's home,36
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Nursing home/long term care facility,63
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Other,
10/19/2022,03/01/2021,03/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Total - All Places of Death,284
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,"Healthcare setting, inpatient",193
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Decedent's home,36
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Hospice facility,0
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Nursing home/long term care facility,38
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Other,
10/19/2022,04/01/2021,04/30/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Total - All Places of Death,235
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",155
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Decedent's home,34
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Nursing home/long term care facility,35
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Other,
10/19/2022,05/01/2021,05/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Total - All Places of Death,112
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,"Healthcare setting, inpatient",70
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Decedent's home,22
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Hospice facility,0
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Nursing home/long term care facility,16
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Other,
10/19/2022,06/01/2021,06/30/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Total - All Places of Death,64
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",28
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Decedent's home,10
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Nursing home/long term care facility,20
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Other,
10/19/2022,07/01/2021,07/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Total - All Places of Death,166
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",116
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",11
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Decedent's home,16
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Nursing home/long term care facility,18
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Other,
10/19/2022,08/01/2021,08/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Total - All Places of Death,388
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,"Healthcare setting, inpatient",260
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",10
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Decedent's home,53
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Hospice facility,
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Nursing home/long term care facility,52
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Other,10
10/19/2022,09/01/2021,09/30/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Total - All Places of Death,599
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",410
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",15
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Decedent's home,79
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Nursing home/long term care facility,86
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Other,
10/19/2022,10/01/2021,10/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Total - All Places of Death,879
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,"Healthcare setting, inpatient",588
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",25
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Decedent's home,111
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Hospice facility,
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Nursing home/long term care facility,143
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Other,
10/19/2022,11/01/2021,11/30/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Total - All Places of Death,1141
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,"Healthcare setting, inpatient",791
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",27
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Decedent's home,177
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Hospice facility,
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Nursing home/long term care facility,127
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Other,16
10/19/2022,12/01/2021,12/31/2021,By Month,Minnesota,Place of death unknown,0
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Total - All Places of Death,953
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,"Healthcare setting, inpatient",590
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",25
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Decedent's home,165
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Hospice facility,
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Nursing home/long term care facility,147
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Other,18
10/19/2022,01/01/2022,01/31/2022,By Month,Minnesota,Place of death unknown,
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Total - All Places of Death,534
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,"Healthcare setting, inpatient",320
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",12
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Decedent's home,86
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Hospice facility,
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Nursing home/long term care facility,104
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Other,
10/19/2022,02/01/2022,02/28/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Total - All Places of Death,188
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,"Healthcare setting, inpatient",89
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Decedent's home,39
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Hospice facility,
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Nursing home/long term care facility,46
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Other,
10/19/2022,03/01/2022,03/31/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Total - All Places of Death,95
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,"Healthcare setting, inpatient",33
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Decedent's home,26
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Hospice facility,
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Nursing home/long term care facility,28
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Other,
10/19/2022,04/01/2022,04/30/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Total - All Places of Death,166
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,"Healthcare setting, inpatient",64
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Decedent's home,26
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Hospice facility,
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Nursing home/long term care facility,64
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Other,
10/19/2022,05/01/2022,05/31/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Total - All Places of Death,183
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,"Healthcare setting, inpatient",59
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Decedent's home,36
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Hospice facility,
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Nursing home/long term care facility,70
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Other,
10/19/2022,06/01/2022,06/30/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Total - All Places of Death,182
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,"Healthcare setting, inpatient",79
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Decedent's home,39
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Hospice facility,
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Nursing home/long term care facility,47
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Other,
10/19/2022,07/01/2022,07/31/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Total - All Places of Death,177
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,"Healthcare setting, inpatient",72
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Decedent's home,34
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Hospice facility,
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Nursing home/long term care facility,62
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Other,
10/19/2022,08/01/2022,08/31/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Total - All Places of Death,165
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,"Healthcare setting, inpatient",75
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Decedent's home,20
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Hospice facility,
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Nursing home/long term care facility,60
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Other,
10/19/2022,09/01/2022,09/30/2022,By Month,Minnesota,Place of death unknown,0
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,Total - All Places of Death,65
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,"Healthcare setting, inpatient",14
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,"Healthcare setting, outpatient or emergency room",
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,"Healthcare setting, dead on arrival",0
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,Decedent's home,11
10/19/2022,10/01/2022,10/15/2022,By Month,Minnesota,Hospice facility,0
